,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-02-27 18:30:00,17383.25,17440.44921875,17255.19921875,17303.94921875,420900.0,0.0,0.0
2023-02-28 18:30:00,17360.099609375,17467.75,17345.25,17450.900390625,272900.0,0.0,0.0
2023-03-01 18:30:00,17421.5,17445.80078125,17306.0,17321.900390625,310700.0,0.0,0.0
2023-03-02 18:30:00,17451.25,17644.75,17427.69921875,17594.349609375,356200.0,0.0,0.0
2023-03-05 18:30:00,17680.349609375,17799.94921875,17671.94921875,17711.44921875,362800.0,0.0,0.0
2023-03-07 18:30:00,17665.75,17766.5,17602.25,17754.400390625,267000.0,0.0,0.0
2023-03-08 18:30:00,17772.05078125,17772.349609375,17573.599609375,17589.599609375,262400.0,0.0,0.0
2023-03-09 18:30:00,17443.80078125,17451.5,17324.349609375,17412.900390625,235900.0,0.0,0.0
2023-03-12 18:30:00,17421.900390625,17529.900390625,17113.44921875,17154.30078125,254900.0,0.0,0.0
2023-03-13 18:30:00,17160.55078125,17224.650390625,16987.099609375,17043.30078125,290600.0,0.0,0.0
2023-03-14 18:30:00,17166.44921875,17211.349609375,16938.900390625,16972.150390625,248200.0,0.0,0.0
2023-03-15 18:30:00,16994.650390625,17062.44921875,16850.150390625,16985.599609375,349800.0,0.0,0.0
2023-03-16 18:30:00,17111.80078125,17145.80078125,16958.150390625,17100.05078125,408100.0,0.0,0.0
2023-03-19 18:30:00,17066.599609375,17066.599609375,16828.349609375,16988.400390625,241800.0,0.0,0.0
2023-03-20 18:30:00,17060.400390625,17127.69921875,17016.0,17107.5,246700.0,0.0,0.0
2023-03-21 18:30:00,17177.44921875,17207.25,17107.849609375,17151.900390625,0.0,0.0,0.0
2023-03-22 18:30:00,17097.400390625,17205.400390625,17045.30078125,17076.900390625,219200.0,0.0,0.0
2023-03-23 18:30:00,17076.19921875,17109.44921875,16917.349609375,16945.05078125,228000.0,0.0,0.0
2023-03-26 18:30:00,16984.30078125,17091.0,16918.55078125,16985.69921875,218400.0,0.0,0.0
2023-03-27 18:30:00,17031.75,17061.75,16913.75,16951.69921875,238800.0,0.0,0.0
2023-03-28 18:30:00,16977.30078125,17126.150390625,16940.599609375,17080.69921875,345900.0,0.0,0.0
2023-03-30 18:30:00,17210.349609375,17381.599609375,17204.650390625,17359.75,263900.0,0.0,0.0
2023-04-02 18:30:00,17427.94921875,17428.05078125,17312.75,17398.05078125,230200.0,0.0,0.0
2023-04-04 18:30:00,17422.30078125,17570.55078125,17402.69921875,17557.05078125,248300.0,0.0,0.0
2023-04-05 18:30:00,17533.849609375,17638.69921875,17502.849609375,17599.150390625,242700.0,0.0,0.0
2023-04-09 18:30:00,17634.900390625,17694.099609375,17597.94921875,17624.05078125,254800.0,0.0,0.0
2023-04-10 18:30:00,17704.80078125,17748.75,17655.150390625,17722.30078125,304300.0,0.0,0.0
2023-04-11 18:30:00,17759.55078125,17825.75,17717.25,17812.400390625,232800.0,0.0,0.0
2023-04-12 18:30:00,17807.30078125,17842.150390625,17729.650390625,17828.0,285800.0,0.0,0.0
2023-04-16 18:30:00,17863.0,17863.0,17574.05078125,17706.849609375,357400.0,0.0,0.0
2023-04-17 18:30:00,17766.599609375,17766.599609375,17610.19921875,17660.150390625,258900.0,0.0,0.0
2023-04-18 18:30:00,17653.349609375,17666.150390625,17579.849609375,17618.75,281500.0,0.0,0.0
2023-04-19 18:30:00,17638.599609375,17684.44921875,17584.349609375,17624.44921875,215100.0,0.0,0.0
2023-04-20 18:30:00,17639.75,17663.19921875,17553.94921875,17624.05078125,230200.0,0.0,0.0
2023-04-23 18:30:00,17707.55078125,17754.5,17612.5,17743.400390625,255700.0,0.0,0.0
2023-04-24 18:30:00,17761.55078125,17807.44921875,17716.849609375,17769.25,297400.0,0.0,0.0
2023-04-25 18:30:00,17767.30078125,17827.75,17711.19921875,17813.599609375,233000.0,0.0,0.0
2023-04-26 18:30:00,17813.099609375,17931.599609375,17797.900390625,17915.05078125,241400.0,0.0,0.0
2023-04-27 18:30:00,17950.400390625,18089.150390625,17885.30078125,18065.0,290300.0,0.0,0.0
2023-05-01 18:30:00,18124.80078125,18180.25,18101.75,18147.650390625,265200.0,0.0,0.0
2023-05-02 18:30:00,18113.80078125,18116.349609375,18042.400390625,18089.849609375,226200.0,0.0,0.0
2023-05-03 18:30:00,18081.0,18267.44921875,18066.69921875,18255.80078125,226600.0,0.0,0.0
2023-05-04 18:30:00,18117.30078125,18216.94921875,18055.44921875,18069.0,239700.0,0.0,0.0
2023-05-07 18:30:00,18120.599609375,18286.94921875,18100.30078125,18264.400390625,228400.0,0.0,0.0
2023-05-08 18:30:00,18303.400390625,18344.19921875,18229.650390625,18265.94921875,245400.0,0.0,0.0
2023-05-09 18:30:00,18313.599609375,18326.75,18211.94921875,18315.099609375,220500.0,0.0,0.0
2023-05-10 18:30:00,18357.80078125,18389.69921875,18270.400390625,18297.0,248900.0,0.0,0.0
2023-05-11 18:30:00,18273.75,18342.75,18194.55078125,18314.80078125,241700.0,0.0,0.0
2023-05-14 18:30:00,18339.30078125,18458.900390625,18287.900390625,18398.849609375,216100.0,0.0,0.0
2023-05-15 18:30:00,18432.349609375,18432.349609375,18264.349609375,18286.5,219500.0,0.0,0.0
2023-05-16 18:30:00,18300.44921875,18309.0,18115.349609375,18181.75,229900.0,0.0,0.0
2023-05-17 18:30:00,18287.5,18297.19921875,18104.849609375,18129.94921875,272100.0,0.0,0.0
2023-05-18 18:30:00,18186.150390625,18218.099609375,18060.400390625,18203.400390625,260900.0,0.0,0.0
2023-05-21 18:30:00,18201.099609375,18335.25,18178.849609375,18314.400390625,262600.0,0.0,0.0
2023-05-22 18:30:00,18362.900390625,18419.75,18324.19921875,18348.0,270400.0,0.0,0.0
2023-05-23 18:30:00,18294.80078125,18392.599609375,18262.94921875,18285.400390625,232600.0,0.0,0.0
2023-05-24 18:30:00,18268.900390625,18338.099609375,18202.400390625,18321.150390625,235900.0,0.0,0.0
2023-05-25 18:30:00,18368.349609375,18508.55078125,18333.150390625,18499.349609375,198700.0,0.0,0.0
2023-05-28 18:30:00,18619.150390625,18641.19921875,18581.25,18598.650390625,265300.0,0.0,0.0
2023-05-29 18:30:00,18606.650390625,18662.44921875,18575.5,18633.849609375,234400.0,0.0,0.0
2023-05-30 18:30:00,18594.19921875,18603.900390625,18483.849609375,18534.400390625,696500.0,0.0,0.0
2023-05-31 18:30:00,18579.400390625,18580.30078125,18464.55078125,18487.75,265600.0,0.0,0.0
2023-06-01 18:30:00,18550.849609375,18573.69921875,18478.400390625,18534.099609375,270900.0,0.0,0.0
2023-06-04 18:30:00,18612.0,18640.150390625,18582.80078125,18593.849609375,256100.0,0.0,0.0
2023-06-05 18:30:00,18600.80078125,18622.75,18531.599609375,18599.0,220800.0,0.0,0.0
2023-06-06 18:30:00,18665.599609375,18738.94921875,18636.0,18726.400390625,260100.0,0.0,0.0
2023-06-07 18:30:00,18725.349609375,18777.900390625,18615.599609375,18634.55078125,286500.0,0.0,0.0
2023-06-08 18:30:00,18655.900390625,18676.650390625,18555.400390625,18563.400390625,221800.0,0.0,0.0
2023-06-11 18:30:00,18595.05078125,18633.599609375,18559.75,18601.5,179500.0,0.0,0.0
2023-06-12 18:30:00,18631.80078125,18728.900390625,18631.80078125,18716.150390625,233200.0,0.0,0.0
2023-06-13 18:30:00,18744.599609375,18769.69921875,18690.0,18755.900390625,261400.0,0.0,0.0
2023-06-14 18:30:00,18774.44921875,18794.099609375,18669.05078125,18688.099609375,263000.0,0.0,0.0
2023-06-15 18:30:00,18723.30078125,18864.69921875,18710.5,18826.0,272800.0,0.0,0.0
2023-06-18 18:30:00,18873.30078125,18881.44921875,18719.150390625,18755.44921875,219800.0,0.0,0.0
2023-06-19 18:30:00,18752.349609375,18839.69921875,18660.650390625,18816.69921875,211600.0,0.0,0.0
2023-06-20 18:30:00,18849.400390625,18875.900390625,18794.849609375,18856.849609375,217500.0,0.0,0.0
2023-06-21 18:30:00,18853.599609375,18886.599609375,18759.5,18771.25,252700.0,0.0,0.0
2023-06-22 18:30:00,18741.849609375,18756.400390625,18647.099609375,18665.5,210600.0,0.0,0.0
2023-06-25 18:30:00,18682.349609375,18722.05078125,18646.69921875,18691.19921875,171300.0,0.0,0.0
2023-06-26 18:30:00,18748.55078125,18829.25,18714.25,18817.400390625,222500.0,0.0,0.0
2023-06-27 18:30:00,18908.150390625,19011.25,18861.349609375,18972.099609375,398800.0,0.0,0.0
2023-06-29 18:30:00,19076.849609375,19201.69921875,19024.599609375,19189.05078125,247900.0,0.0,0.0
2023-07-02 18:30:00,19246.5,19345.099609375,19234.400390625,19322.55078125,226100.0,0.0,0.0
2023-07-03 18:30:00,19406.599609375,19434.150390625,19300.0,19389.0,226900.0,0.0,0.0
2023-07-04 18:30:00,19405.94921875,19421.599609375,19339.599609375,19398.5,224400.0,0.0,0.0
2023-07-05 18:30:00,19385.69921875,19512.19921875,19373.0,19497.30078125,268300.0,0.0,0.0
2023-07-06 18:30:00,19422.80078125,19523.599609375,19303.599609375,19331.80078125,237100.0,0.0,0.0
2023-07-09 18:30:00,19400.349609375,19435.849609375,19327.099609375,19355.900390625,268200.0,0.0,0.0
2023-07-10 18:30:00,19427.099609375,19515.099609375,19406.44921875,19439.400390625,251300.0,0.0,0.0
2023-07-11 18:30:00,19497.44921875,19507.69921875,19361.75,19384.30078125,327900.0,0.0,0.0
2023-07-12 18:30:00,19495.19921875,19567.0,19385.80078125,19413.75,310400.0,0.0,0.0
2023-07-13 18:30:00,19493.44921875,19595.349609375,19433.5,19564.5,291200.0,0.0,0.0
2023-07-16 18:30:00,19612.150390625,19731.849609375,19562.94921875,19711.44921875,268700.0,0.0,0.0
2023-07-17 18:30:00,19787.5,19819.44921875,19690.19921875,19749.25,286400.0,0.0,0.0
2023-07-18 18:30:00,19802.94921875,19851.69921875,19727.44921875,19833.150390625,259700.0,0.0,0.0
2023-07-19 18:30:00,19831.69921875,19991.849609375,19758.400390625,19979.150390625,274700.0,0.0,0.0
2023-07-20 18:30:00,19800.44921875,19887.400390625,19700.0,19745.0,312500.0,0.0,0.0
2023-07-23 18:30:00,19748.44921875,19782.75,19658.30078125,19672.349609375,265600.0,0.0,0.0
2023-07-24 18:30:00,19729.349609375,19729.349609375,19615.94921875,19680.599609375,369700.0,0.0,0.0
2023-07-25 18:30:00,19733.349609375,19825.599609375,19716.69921875,19778.30078125,244700.0,0.0,0.0
2023-07-26 18:30:00,19850.900390625,19867.55078125,19603.55078125,19659.900390625,334900.0,0.0,0.0
2023-07-27 18:30:00,19659.75,19695.900390625,19563.099609375,19646.05078125,258700.0,0.0,0.0
2023-07-30 18:30:00,19666.349609375,19772.75,19597.599609375,19753.80078125,295100.0,0.0,0.0
2023-07-31 18:30:00,19784.0,19795.599609375,19704.599609375,19733.55078125,298000.0,0.0,0.0
2023-08-01 18:30:00,19655.400390625,19678.25,19423.55078125,19526.55078125,290700.0,0.0,0.0
2023-08-02 18:30:00,19463.75,19537.650390625,19296.44921875,19381.650390625,315700.0,0.0,0.0
2023-08-03 18:30:00,19462.80078125,19538.849609375,19436.44921875,19517.0,280800.0,0.0,0.0
2023-08-06 18:30:00,19576.849609375,19620.44921875,19524.80078125,19597.30078125,216600.0,0.0,0.0
2023-08-07 18:30:00,19627.19921875,19634.400390625,19533.099609375,19570.849609375,260300.0,0.0,0.0
2023-08-08 18:30:00,19578.80078125,19645.5,19467.5,19632.55078125,266500.0,0.0,0.0
2023-08-09 18:30:00,19605.55078125,19623.599609375,19495.400390625,19543.099609375,312200.0,0.0,0.0
2023-08-10 18:30:00,19554.25,19557.75,19412.75,19428.30078125,235500.0,0.0,0.0
2023-08-13 18:30:00,19383.94921875,19465.849609375,19257.900390625,19434.55078125,243900.0,0.0,0.0
2023-08-15 18:30:00,19369.0,19482.75,19317.19921875,19465.0,0.0,0.0,0.0
2023-08-16 18:30:00,19450.55078125,19461.55078125,19326.25,19365.25,268700.0,0.0,0.0
2023-08-17 18:30:00,19301.75,19373.80078125,19253.599609375,19310.150390625,256100.0,0.0,0.0
2023-08-20 18:30:00,19320.650390625,19425.94921875,19296.30078125,19393.599609375,262600.0,0.0,0.0
2023-08-21 18:30:00,19417.099609375,19443.5,19381.30078125,19396.44921875,208700.0,0.0,0.0
2023-08-22 18:30:00,19439.19921875,19472.05078125,19366.599609375,19444.0,225200.0,0.0,0.0
2023-08-23 18:30:00,19535.150390625,19584.44921875,19369.0,19386.69921875,268300.0,0.0,0.0
2023-08-24 18:30:00,19297.400390625,19339.55078125,19229.69921875,19265.80078125,466500.0,0.0,0.0
2023-08-27 18:30:00,19298.349609375,19366.849609375,19249.69921875,19306.05078125,248200.0,0.0,0.0
2023-08-28 18:30:00,19374.849609375,19377.900390625,19309.099609375,19342.650390625,307400.0,0.0,0.0
2023-08-29 18:30:00,19433.44921875,19452.80078125,19334.75,19347.44921875,233000.0,0.0,0.0
2023-08-30 18:30:00,19375.55078125,19388.19921875,19223.650390625,19253.80078125,562600.0,0.0,0.0
2023-08-31 18:30:00,19258.150390625,19458.55078125,19255.69921875,19435.30078125,333000.0,0.0,0.0
2023-09-03 18:30:00,19525.05078125,19545.150390625,19432.849609375,19528.80078125,296800.0,0.0,0.0
2023-09-04 18:30:00,19564.650390625,19587.05078125,19525.75,19574.900390625,256800.0,0.0,0.0
2023-09-05 18:30:00,19581.19921875,19636.44921875,19491.5,19611.05078125,287600.0,0.0,0.0
2023-09-06 18:30:00,19598.650390625,19737.0,19550.05078125,19727.05078125,304900.0,0.0,0.0
2023-09-07 18:30:00,19774.80078125,19867.150390625,19727.05078125,19819.94921875,288100.0,0.0,0.0
2023-09-10 18:30:00,19890.0,20008.150390625,19865.349609375,19996.349609375,248800.0,0.0,0.0
2023-09-11 18:30:00,20110.150390625,20110.349609375,19914.650390625,19993.19921875,328100.0,0.0,0.0
2023-09-12 18:30:00,19989.5,20096.900390625,19944.099609375,20070.0,251400.0,0.0,0.0
2023-09-13 18:30:00,20127.94921875,20167.650390625,20043.44921875,20103.099609375,275100.0,0.0,0.0
2023-09-14 18:30:00,20156.44921875,20222.44921875,20129.69921875,20192.349609375,438200.0,0.0,0.0
2023-09-17 18:30:00,20155.94921875,20195.349609375,20115.69921875,20133.30078125,264900.0,0.0,0.0
2023-09-19 18:30:00,19980.75,20050.650390625,19878.849609375,19901.400390625,378100.0,0.0,0.0
2023-09-20 18:30:00,19840.55078125,19848.75,19709.94921875,19742.349609375,275100.0,0.0,0.0
2023-09-21 18:30:00,19744.849609375,19798.650390625,19657.5,19674.25,246400.0,0.0,0.0
2023-09-24 18:30:00,19678.19921875,19734.150390625,19601.55078125,19674.55078125,188400.0,0.0,0.0
2023-09-25 18:30:00,19682.80078125,19699.349609375,19637.44921875,19664.69921875,204900.0,0.0,0.0
2023-09-26 18:30:00,19637.05078125,19730.69921875,19554.0,19716.44921875,203600.0,0.0,0.0
2023-09-27 18:30:00,19761.80078125,19766.650390625,19492.099609375,19523.55078125,352800.0,0.0,0.0
2023-09-28 18:30:00,19581.19921875,19726.25,19551.05078125,19638.30078125,243500.0,0.0,0.0
2023-10-02 18:30:00,19622.400390625,19623.19921875,19479.650390625,19528.75,221700.0,0.0,0.0
2023-10-03 18:30:00,19446.30078125,19457.80078125,19333.599609375,19436.099609375,277100.0,0.0,0.0
2023-10-04 18:30:00,19521.849609375,19576.94921875,19487.30078125,19545.75,234900.0,0.0,0.0
2023-10-05 18:30:00,19621.19921875,19675.75,19589.400390625,19653.5,159100.0,0.0,0.0
2023-10-08 18:30:00,19539.44921875,19588.94921875,19480.5,19512.349609375,165100.0,0.0,0.0
2023-10-09 18:30:00,19565.599609375,19717.80078125,19565.44921875,19689.849609375,216600.0,0.0,0.0
2023-10-10 18:30:00,19767.0,19839.19921875,19756.94921875,19811.349609375,213700.0,0.0,0.0
2023-10-11 18:30:00,19822.69921875,19843.30078125,19772.650390625,19794.0,217900.0,0.0,0.0
2023-10-12 18:30:00,19654.55078125,19805.400390625,19635.30078125,19751.05078125,255000.0,0.0,0.0
2023-10-15 18:30:00,19737.25,19781.30078125,19691.849609375,19731.75,181000.0,0.0,0.0
2023-10-16 18:30:00,19843.19921875,19849.75,19775.650390625,19811.5,185800.0,0.0,0.0
2023-10-17 18:30:00,19820.44921875,19840.94921875,19659.94921875,19671.099609375,198900.0,0.0,0.0
2023-10-18 18:30:00,19545.19921875,19681.80078125,19512.349609375,19624.69921875,230300.0,0.0,0.0
2023-10-19 18:30:00,19542.150390625,19593.80078125,19518.69921875,19542.650390625,198300.0,0.0,0.0
2023-10-22 18:30:00,19521.599609375,19556.849609375,19257.849609375,19281.75,176000.0,0.0,0.0
2023-10-24 18:30:00,19286.44921875,19347.30078125,19074.150390625,19122.150390625,225300.0,0.0,0.0
2023-10-25 18:30:00,19027.25,19041.69921875,18837.849609375,18857.25,300400.0,0.0,0.0
2023-10-26 18:30:00,18928.75,19076.150390625,18926.650390625,19047.25,205200.0,0.0,0.0
2023-10-29 18:30:00,19053.400390625,19158.5,18940.0,19140.900390625,180100.0,0.0,0.0
2023-10-30 18:30:00,19232.94921875,19233.69921875,19056.44921875,19079.599609375,206000.0,0.0,0.0
2023-10-31 18:30:00,19064.05078125,19096.05078125,18973.69921875,18989.150390625,194100.0,0.0,0.0
2023-11-01 18:30:00,19120.0,19175.25,19064.150390625,19133.25,245600.0,0.0,0.0
2023-11-02 18:30:00,19241.0,19276.25,19210.900390625,19230.599609375,189500.0,0.0,0.0
2023-11-05 18:30:00,19345.849609375,19423.0,19309.69921875,19411.75,180700.0,0.0,0.0
2023-11-06 18:30:00,19404.05078125,19423.5,19329.099609375,19406.69921875,198700.0,0.0,0.0
2023-11-07 18:30:00,19449.599609375,19464.400390625,19401.5,19443.5,195000.0,0.0,0.0
2023-11-08 18:30:00,19457.400390625,19463.900390625,19378.349609375,19395.30078125,208400.0,0.0,0.0
2023-11-09 18:30:00,19351.849609375,19451.30078125,19329.44921875,19425.349609375,152200.0,0.0,0.0
2023-11-12 18:30:00,19486.75,19494.400390625,19414.75,19443.55078125,189300.0,0.0,0.0
2023-11-14 18:30:00,19651.400390625,19693.19921875,19579.650390625,19675.44921875,291500.0,0.0,0.0
2023-11-15 18:30:00,19674.69921875,19875.25,19627.0,19765.19921875,282700.0,0.0,0.0
2023-11-16 18:30:00,19674.75,19806.0,19667.44921875,19731.80078125,236800.0,0.0,0.0
2023-11-19 18:30:00,19731.150390625,19756.44921875,19670.5,19694.0,173800.0,0.0,0.0
2023-11-20 18:30:00,19770.900390625,19829.099609375,19754.05078125,19783.400390625,195000.0,0.0,0.0
2023-11-21 18:30:00,19784.0,19825.55078125,19703.849609375,19811.849609375,184500.0,0.0,0.0
2023-11-22 18:30:00,19828.44921875,19875.150390625,19786.75,19802.0,170000.0,0.0,0.0
2023-11-23 18:30:00,19809.599609375,19832.849609375,19768.849609375,19794.69921875,145900.0,0.0,0.0
2023-11-27 18:30:00,19844.650390625,19916.849609375,19800.0,19889.69921875,229600.0,0.0,0.0
2023-11-28 18:30:00,19976.55078125,20104.650390625,19956.30078125,20096.599609375,236200.0,0.0,0.0
2023-11-29 18:30:00,20108.5,20158.69921875,20015.849609375,20133.150390625,486600.0,0.0,0.0
2023-11-30 18:30:00,20194.099609375,20291.55078125,20183.69921875,20267.900390625,265800.0,0.0,0.0
2023-12-03 18:30:00,20601.94921875,20702.650390625,20507.75,20686.80078125,381100.0,0.0,0.0
2023-12-04 18:30:00,20808.900390625,20864.05078125,20711.150390625,20855.099609375,421000.0,0.0,0.0
2023-12-05 18:30:00,20950.75,20961.94921875,20852.150390625,20937.69921875,359200.0,0.0,0.0
2023-12-06 18:30:00,20932.400390625,20941.25,20850.80078125,20901.150390625,275000.0,0.0,0.0
2023-12-07 18:30:00,20934.099609375,21006.099609375,20862.69921875,20969.400390625,292400.0,0.0,0.0
2023-12-10 18:30:00,20965.30078125,21026.099609375,20923.69921875,20997.099609375,0.0,0.0,0.0
